Asset Name,Asset Type,Asset Category,Batch No,Vendor,Invoice,Bill Date,Purchase Date,Usage Date,Cost Centre,Purchase Branch,Current Branch,Current Sub Operating Unit,Currency,Cost Value,Book Value,Salvage Value,Accumulated Depreciation,Adjusted Amount,Warranty Date,Model,asset_description,note,method,method_progress_factor,method_time,depreciation_year,method_period,state
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,18/9/2014,18/9/2014,,001,001,001,BDT,40000,13640,,26360,,18/9/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,18/9/2014,18/9/2014,,001,001,001,BDT,40000,13640,,26360,,17/9/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,46200,14180,,32020,,30/3/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,46200,14180,,32020,,30/3/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 MINI TOWER,Computers & Peripherals,Computer CPU,Initial,,,,20/11/2014,20/11/2014,,001,001,001,BDT,63000,22286,,40714,,19/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-MTB SQR-DISPATCH,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT-DISPATCH,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
dell optiplex 3020 MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
dell optiplex 3020 MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
dell optiplex 3020 MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
dell optiplex 3020 MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
dell optiplex 3020 MT,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,48000,21708,,26292,,9/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020 HoODB,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,20/5/2015,20/5/2015,,001,001,001,BDT,46100,18275,,27825,,19/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,25/1/2015,25/1/2015,,001,001,001,BDT,63000,23179,,39821,,25/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,25/1/2015,25/1/2015,,001,001,001,BDT,63000,23179,,39821,,25/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,5/2/2015,5/2/2015,,001,001,001,BDT,63000,23355,,39645,,5/2/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,10/3/2015,10/3/2015,,001,001,001,BDT,63000,23862,,39138,,10/3/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
AIO-CHAIRMANS CHAMBER,Computers & Peripherals,Computer CPU,Initial,,,,16/3/2015,16/3/2015,,001,001,001,BDT,48000,18253,,29747,,15/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,11/10/2014,11/10/2014,,001,001,001,BDT,63000,22793,,40207,,10/10/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILLION AIO 20-A220L,Computers & Peripherals,Computer CPU,Initial,,,,10/11/2014,10/11/2014,,001,001,001,BDT,40000,14069,,25931,,9/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT-TOWER,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2015,31/8/2015,,001,001,001,BDT,45000,18993,,26007,,30/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,9/9/2015,9/9/2015,,001,001,001,BDT,45000,19087,,25913,,8/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,16/8/2015,16/8/2015,,001,001,001,BDT,45000,18823,,26177,,15/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,16/8/2015,16/8/2015,,001,001,001,BDT,45000,18823,,26177,,15/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,17/8/2015,17/8/2015,,001,001,001,BDT,45000,18835,,26165,,16/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,17/8/2015,17/8/2015,,001,001,001,BDT,45000,18835,,26165,,16/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT,Computers & Peripherals,Computer CPU,Initial,,,,7/4/2015,7/4/2015,,001,001,001,BDT,26000,10031,,15969,,6/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RECEPTION-DELL-OPT3020MT,Computers & Peripherals,Computer CPU,Initial,,,,23/4/2015,23/4/2015,,001,001,001,BDT,65000,25330,,39670,,23/4/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RECEPTION-DELL-OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,23/4/2015,23/4/2015,,001,001,001,BDT,65000,25330,,39670,,23/4/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL-OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,16/9/2015,16/9/2015,,001,001,001,BDT,45000,19168,,25832,,15/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL-OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,16/9/2015,16/9/2015,,001,001,001,BDT,45000,19168,,25832,,15/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,24/8/2015,24/8/2015,,001,001,001,BDT,45000,18912,,26088,,23/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT-LEGAL DEPT,Computers & Peripherals,Computer CPU,Initial,,,,19/8/2015,19/8/2015,,001,001,001,BDT,45000,18863,,26137,,18/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3020MT,Computers & Peripherals,Computer CPU,Initial,,,,17/8/2015,17/8/2015,,001,001,001,BDT,45000,18835,,26165,,16/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT-COLL UNIT,Computers & Peripherals,Computer CPU,Initial,,,,6/4/2015,6/4/2015,,001,001,001,BDT,26000,10022,,15978,,5/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT-COLL UNIT,Computers & Peripherals,Computer CPU,Initial,,,,6/4/2015,6/4/2015,,001,001,001,BDT,26000,10022,,15978,,5/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT-COLL UNIT,Computers & Peripherals,Computer CPU,Initial,,,,6/4/2015,6/4/2015,,001,001,001,BDT,26000,10022,,15978,,5/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT-COLL UNIT,Computers & Peripherals,Computer CPU,Initial,,,,6/4/2015,6/4/2015,,001,001,001,BDT,26000,10022,,15978,,5/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX-3020MT,Computers & Peripherals,Computer CPU,Initial,,,,7/4/2015,7/4/2015,,001,001,001,BDT,26000,10031,,15969,,6/4/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,21/9/2015,21/9/2015,,001,001,001,BDT,48500,20720,,27780,,21/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,4/11/2015,4/11/2015,,001,001,001,BDT,48500,21230,,27270,,4/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,4/11/2015,4/11/2015,,001,001,001,BDT,48500,21230,,27270,,4/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL COMPUTER CPU-HOODB,Computers & Peripherals,Computer CPU,Initial,,,,6/3/2016,6/3/2016,,001,001,001,BDT,46400,21931,,24469,,5/3/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,6/3/2016,6/3/2016,,001,001,001,BDT,46400,21931,,24469,,5/3/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,6/3/2016,6/3/2016,,001,001,001,BDT,46400,21931,,24469,,5/3/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,15/9/2015,15/9/2015,,001,001,001,BDT,48500,20641,,27859,,15/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,2/11/2015,2/11/2015,,001,001,001,BDT,48500,21208,,27292,,2/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,23/9/2015,23/9/2015,,001,001,001,BDT,48500,20743,,27757,,23/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,48500,21200,,27300,,1/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,21/10/2015,21/10/2015,,001,001,001,BDT,48500,21080,,27420,,21/10/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,21/10/2015,21/10/2015,,001,001,001,BDT,48500,21080,,27420,,21/10/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTILEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,21/10/2015,21/10/2015,,001,001,001,BDT,48500,21080,,27420,,21/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3040MINI,Computers & Peripherals,Computer CPU,Initial,,,,18/9/2016,18/9/2016,,001,001,001,BDT,43000,22934,,20066,,17/9/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3040,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3040,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3040,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3040,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
IMAC COMPUTER,Computers & Peripherals,Computer CPU,Initial,,,,26/2/2017,26/2/2017,,001,001,001,BDT,150675,88561,,62114,,25/2/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX3040-CBS PROJECT,Computers & Peripherals,Computer CPU,Initial,,,,6/12/2016,6/12/2016,,001,001,001,BDT,41850,23671,,18179,,5/12/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,6/11/2012,6/11/2012,,001,001,001,BDT,38092,8805,,29287,,5/11/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,6/11/2012,6/11/2012,,001,001,001,BDT,38092,8805,,29287,,5/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
COMPUTER CPU,Computers & Peripherals,Computer CPU,Initial,,,,16/5/2012,16/5/2012,,001,001,001,BDT,38167,7843,,30324,,15/5/2015,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
